Sort_ID,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Checker,Country,Region,Site_name,Site_ID,Paper_year,Study_midyear,YearsOfData,Annual_coverage,Latitude,Longitude,Elevation,MAT,MAP,MPET,Study_temp,Study_precip,Manipulation,Manipulation_level,Manipulation_age,IGBP,Ecosystem_age,Species,Leaf_habit,Ecosystem_state,LAI,Soil_family,Soil_texture,Soil_sand,Soil_silt,Soil_clay,Soil_rock,Soil_depth,Soil_BD,Soil_pH,Soil_SAR,Soil_SOC,Soil_C_stock,Soil_N,Soil_CN,Crust,Ksat,E,I30,EI30_R,K,L,Slope,Plant_cover_C,P,Meas_method,Method_details,Study_area,Field_scale,Field_area,Measure_time,Measure_interval,Replication,ER_annual_paper,ER_annual_units,Convertor,ER_annual,ER_Sedt_se,ER_Sedt_sd,ER_max,ER_maxday,Sediment_annual,Runoff_annual,Runoff_se,Runoff_sd,Runoff_max,Runoff_max_day,Leaching,Leaching_unit,Leaching_type,Data_source,Notes,Comments1,Comments2,Comment3
2678,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BK001,,CA-HYDAT-NA38,2015,,3,,50.001,-114.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,260500000,,,,,,,,,,,,0.002072937,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2679,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL007,,CA-HYDAT-NA39,2015,,3,,50.001,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,236000000,,,,,,,,,,,,0.01470339,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2680,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL009,,CA-HYDAT-NA40,2015,,2,,50,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,2340000000,,,,,,,,,,,,0.000814103,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2681,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL013,,CA-HYDAT-NA41,2015,,3,,50.002,-114.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,507200000,,,,,,,,,,,,0.019413775,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2682,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL014,,CA-HYDAT-NA42,2015,,10,,50,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,594300000,,,,,,,,,,,,0.057657749,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2683,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL019,,CA-HYDAT-NA43,2015,,3,,50.001,-114.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,773600000,,,,,,,,,,,,0.079313168,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2684,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL021,,CA-HYDAT-NA44,2015,,2,,50.003,-114.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,132000000,,,,,,,,,,,,0.000984848,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2685,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL022,,CA-HYDAT-NA45,2015,,3,,50.002,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,165500000,,,,,,,,,,,,0.056757301,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2686,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL023,,CA-HYDAT-NA46,2015,,3,,50.002,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,231900000,,,,,,,,,,,,0.025628863,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2687,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BL024,,CA-HYDAT-NA47,2015,,14,,50.002,-113.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,3952000000,,,,,,,,,,,,0.282885338,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2688,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BM004,,CA-HYDAT-NA48,2015,,8,,50.001,-112.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,20252900000,,,,,,,,,,,,0.059073083,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2689,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05BM008,,CA-HYDAT-NA49,2015,,1,,50,-112.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1373700000,,,,,,,,,,,,7.27961E-06,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2690,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CA002,,CA-HYDAT-NA50,2015,,1,,51.001,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,821000000,,,,,,,,,,,,0.004470158,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2691,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CA003,,CA-HYDAT-NA51,2015,,2,,51.003,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,5440000,,,,,,,,,,,,0.044117647,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2692,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CA009,,CA-HYDAT-NA52,2015,,10,,51.002,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,2250000000,,,,,,,,,,,,0.009035111,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2693,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CB002,,CA-HYDAT-NA53,2015,,1,,51,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,449000000,,,,,,,,,,,,0.000334076,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2694,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CC002,,CA-HYDAT-NA54,2015,,15,,52.002,-113.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,11600000000,,,,,,,,,,,,0.162544483,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2695,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CE001,,CA-HYDAT-NA55,2015,,10,,51.002,-112.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,24800000000,,,,,,,,,,,,0.217430524,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2696,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05CK004,,CA-HYDAT-NA56,2015,,19,,50.001,-110.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,44700000000,,,,,,,,,,,,0.430466349,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2697,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DA002,,CA-HYDAT-NA57,2015,,9,,52,-116.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,515000000,,,,,,,,,,,,0.002107875,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2698,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DA009,,CA-HYDAT-NA58,2015,,12,,52,-116.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1920000000,,,,,,,,,,,,1.001921007,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2699,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DB001,,CA-HYDAT-NA59,2015,,1,,52,-114.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,3220000000,,,,,,,,,,,,0.005953416,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2700,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DC001,,CA-HYDAT-NA60,2015,,4,,52.001,-114.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,11000000000,,,,,,,,,,,,0.874002046,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2701,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DC002,,CA-HYDAT-NA61,2015,,4,,52.002,-115.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,5160000000,,,,,,,,,,,,0.00143314,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2702,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DC006,,CA-HYDAT-NA62,2015,,8,,52,-115.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1860000000,,,,,,,,,,,,0.032020161,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2703,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05DF001,,CA-HYDAT-NA63,2015,,10,,53.001,-113.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,28000000000,,,,,,,,,,,,0.038360464,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2704,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05EC002,,CA-HYDAT-NA64,2015,,9,,54,-112.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,312000000,,,,,,,,,,,,0.001246439,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2705,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05EC003,,CA-HYDAT-NA65,2015,,4,,53.002,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1490000000,,,,,,,,,,,,0.000134228,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2706,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05EE003,,CA-HYDAT-NA66,2015,,9,,53.002,-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1590000000,,,,,,,,,,,,0.000153739,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2707,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05EE004,,CA-HYDAT-NA67,2015,,4,,53.002,-110.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,7830000000,,,,,,,,,,,,0.000175287,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2708,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05EE007,,CA-HYDAT-NA68,2015,,5,,53.003,-110.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,7270000000,,,,,,,,,,,,0.000165337,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2709,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,05FE004,,CA-HYDAT-NA69,2015,,4,,52,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,24800000000,,,,,,,,,,,,0.00416996,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2710,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,06AD006,,CA-HYDAT-NA70,2015,,10,,54,-110.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,14500000000,,,,,,,,,,,,0.00199731,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2711,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AA009,,CA-HYDAT-NA71,2015,,1,,52.001,-117.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,598000000,,,,,,,,,,,,0.247408027,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2712,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AC001,,CA-HYDAT-NA72,2015,,1,,53,-117.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,959000000,,,,,,,,,,,,0.643076121,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2713,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AD003,,CA-HYDAT-NA73,2015,,12,,53.001,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,7150000,,,,,,,,,,,,0.00967366,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2714,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AD004,,CA-HYDAT-NA74,2015,,16,,53.001,-117.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,3130000,,,,,,,,,,,,0.002995208,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2715,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AE001,,CA-HYDAT-NA75,2015,,10,,54.001,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,19600000000,,,,,,,,,,,,0.030007551,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2716,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AF002,,CA-HYDAT-NA76,2015,,8,,53.002,-116.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,2560000000,,,,,,,,,,,,0.010071289,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2717,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AF003,,CA-HYDAT-NA77,2015,,20,,53,-117.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,25400000,,,,,,,,,,,,0.236102362,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2718,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AF004,,CA-HYDAT-NA78,2015,,20,,53,-117.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,14000000,,,,,,,,,,,,0.101607143,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2719,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AF005,,CA-HYDAT-NA79,2015,,20,,53,-117.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,17100000,,,,,,,,,,,,0.104327485,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2720,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AG004,,CA-HYDAT-NA80,2015,,8,,54,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,9100000000,,,,,,,,,,,,0.068383104,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2721,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AH001,,CA-HYDAT-NA81,2015,,10,,54,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1660000000,,,,,,,,,,,,0.063846988,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2722,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07AH003,,CA-HYDAT-NA82,2015,,1,,54.001,-115.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1140000000,,,,,,,,,,,,0.020008772,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2723,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BA003,,CA-HYDAT-NA83,2015,,6,,52.003,-116.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,101000000,,,,,,,,,,,,0.031452145,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2724,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BB002,,CA-HYDAT-NA84,2015,,10,,53.002,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,4420000000,,,,,,,,,,,,0.003937783,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2725,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BB004,,CA-HYDAT-NA85,2015,,10,,53.001,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,625000000,,,,,,,,,,,,0.0474,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2726,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BB005,,CA-HYDAT-NA86,2015,,10,,53.002,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,298000000,,,,,,,,,,,,0.02009396,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2727,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BB006,,CA-HYDAT-NA87,2015,,2,,54,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,2380000000,,,,,,,,,,,,0.010745798,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2728,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BB010,,CA-HYDAT-NA88,2015,,1,,54,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,64500000,,,,,,,,,,,,0.000155039,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2729,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BC002,,CA-HYDAT-NA89,2015,,8,,54.002,-113.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,13100000000,,,,,,,,,,,,0.029956584,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2730,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BF001,,CA-HYDAT-NA90,2015,,10,,55.001,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1460000000,,,,,,,,,,,,1.337334932,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2731,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BF002,,CA-HYDAT-NA91,2015,,10,,55.002,-116.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1160000000,,,,,,,,,,,,0.622418966,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2732,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BH003,,CA-HYDAT-NA92,2015,,9,,55,-115.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,840000000,,,,,,,,,,,,1.971137566,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2733,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BJ001,,CA-HYDAT-NA93,2015,,20,,55.003,-115.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1900000000,,,,,,,,,,,,1.804315789,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2734,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BK006,,CA-HYDAT-NA94,2015,,10,,55.002,-114.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,14400000000,,,,,,,,,,,,0.026532778,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2735,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07BK009,,CA-HYDAT-NA95,2015,,1,,55.002,-114.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,233000000,,,,,,,,,,,,0.000171674,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2736,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07CA005,,CA-HYDAT-NA96,2015,,10,,56.001,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1.00E+11,,,,,,,,,,,,0.00003279,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2737,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07CD001,,CA-HYDAT-NA97,2015,,20,,56,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,30800000000,,,,,,,,,,,,0.175735617,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2738,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07CD004,,CA-HYDAT-NA98,2015,,3,,56.001,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,959000000,,,,,,,,,,,,0.02795968,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2739,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA001,,CA-HYDAT-NA99,2015,,6,,56.002,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1.33E+11,,,,,,,,,,,,0.52969708,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2740,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA005,,CA-HYDAT-NA100,2015,,2,,57,-111.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,454000000,,,,,,,,,,,,0.001288546,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2741,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA006,,CA-HYDAT-NA101,2015,,9,,57,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1320000000,,,,,,,,,,,,0.00731229,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2742,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA007,,CA-HYDAT-NA102,2015,,10,,56.001,-111.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,151000000,,,,,,,,,,,,0.052576159,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2743,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA008,,CA-HYDAT-NA103,2015,,8,,57,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1460000000,,,,,,,,,,,,0.000278253,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2744,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA009,,CA-HYDAT-NA104,2015,,8,,57.001,-111.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,358000000,,,,,,,,,,,,0.000778631,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2745,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA016,,CA-HYDAT-NA105,2015,,8,,57.002,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,257000000,,,,,,,,,,,,0.031298638,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2746,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA017,,CA-HYDAT-NA106,2015,,8,,57.002,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,2450000000,,,,,,,,,,,,0.01037449,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2747,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DA018,,CA-HYDAT-NA107,2015,,4,,56.002,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,165000000,,,,,,,,,,,,0.005727273,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2748,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DB001,,CA-HYDAT-NA108,2015,,8,,57.001,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,5570000000,,,,,,,,,,,,0.006088645,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2749,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DB002,,CA-HYDAT-NA109,2015,,1,,57,-111.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,963000000,,,,,,,,,,,,2.07684E-05,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2750,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DB003,,CA-HYDAT-NA110,2015,,2,,56,-112.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1570000000,,,,,,,,,,,,0.000573248,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2751,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DC001,,CA-HYDAT-NA111,2015,,8,,57.003,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,5990000000,,,,,,,,,,,,0.001488105,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2752,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07DD001,,CA-HYDAT-NA112,2015,,13,,58.001,-111.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1.55E+11,,,,,,,,,,,,0.221896169,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2753,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07FD003,,CA-HYDAT-NA113,2015,,8,,55.001,-118.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,1.30E+11,,,,,,,,,,,,0.077363356,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2754,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07GA001,,CA-HYDAT-NA114,2015,,3,,53.002,-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,3840000000,,,,,,,,,,,,1.471109375,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2755,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07GF001,,CA-HYDAT-NA115,2015,,10,,55,-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,5050000000,,,,,,,,,,,,0.176875446,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
2756,2021-08-24,259,García-Ruiz,,,GR,JJ,Canada,07GF002,,CA-HYDAT-NA116,2015,,13,,54.001,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauging station,,,Catchment,112000000,,,,,,,,,,,,0.188839286,,,,,,,,,SI of study 259,,"HYDAT, 2014",,
