"Sort_ID","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Checker","Country","Region","Site_name","Site_ID","Paper_year","Study_midyear","YearsOfData","Annual_coverage","Latitude","Longitude","Elevation","MAT","MAP","MPET","Study_temp","Study_precip","Manipulation","Manipulation_level","Manipulation_age","IGBP.x","Ecosystem_age","Species","Leaf_habit","Ecosystem_state","LAI","Soil_family","Soil_texture","Soil_sand","Soil_silt","Soil_clay","Soil_rock","Soil_depth","Soil_BD","Soil_pH","Soil_SAR","Soil_SOC","Soil_C_stock","Soil_N","Soil_CN","Crust","Ksat","E","I30","EI30_R","K","L","Slope","Plant_cover_C","P","Meas_method","Field_scale","Field_area","Measure_time","Measure_interval","Replication","ER_annual_paper","ER_annual_units","Convertor","ER_annual","ER_Sedt_se","ER_Sedt_sd","ER_max","ER_maxday","Sediment_annual","Runoff_annual","Runoff_se","Runoff_sd","Runoff_max","Runoff_max_day","Leaching","Leaching_unit","Leaching_type","Data_source","Notes","Comments1","Comments2","Comment3","X","X.1","X.2","Tannual_del","Pannual_del","Latitude2","Longitude2","IGBP.y","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","MAT_Del","MAP_Del","IGBP","Soil_Group","Meas_method_group"
2560,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11461000","","US-USGS-NA122",2015,2003,5,NA,39.196,-123.194,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",19.0882914,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,14.2,1128.8,39.25,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",14.08,1025.37,"OTH","OTH","Bathymetry"
2561,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11461500","","US-USGS-NA123",2015,2003,5,NA,39.247,-123.129,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",92200000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",2.395258785,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,14.2,1128.8,39.25,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",14.08,1025.37,"OTH","OTH","Bathymetry"
2562,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11462000","","US-USGS-NA124",2015,2003,5,NA,39.198,-123.186,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.05e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",2.591654476,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,14.2,1128.8,39.25,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",14.08,1025.37,"OTH","OTH","Bathymetry"
2563,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11463000","","US-USGS-NA125",2015,2003,5,NA,38.879,-123.053,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",5.03e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",12.70392028,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.0333333333333,1005.4,38.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.02,943.95,"OTH","OTH","Bathymetry"
2564,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11463200","","US-USGS-NA126",2015,2003,3,NA,38.826,-122.996,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",85500000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",14.08289864,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,10.9666666666667,1032.5,38.75,-122.75,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",10.78,1001.49,"OTH","OTH","Bathymetry"
2565,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11465150","","US-USGS-NA127",2015,2003,9,NA,38.701,-122.971,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",22300000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",21.346,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,10.9666666666667,1032.5,38.75,-122.75,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",10.78,1001.49,"OTH","OTH","Bathymetry"
2566,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11465200","","US-USGS-NA128",2015,2003,23,NA,38.699,-122.957,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.62e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",26.0024179,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,10.9666666666667,1032.5,38.75,-122.75,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",10.78,1001.49,"OTH","OTH","Bathymetry"
2567,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11467000","","US-USGS-NA129",2015,2003,20,NA,38.509,-122.927,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.338e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",8.914552941,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,10.9666666666667,1032.5,38.75,-122.75,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",10.78,1001.49,"OTH","OTH","Bathymetry"
2568,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11471000","","US-USGS-NA130",2015,2003,5,NA,39.367,-123.126,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,14.2,1128.8,39.25,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",14.08,1025.37,"OTH","OTH","Bathymetry"
2569,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11472150","","US-USGS-NA131",2015,2003,12,NA,39.625,-123.34,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",5.28e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",13.67827151,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2570,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11472200","","US-USGS-NA132",2015,2003,4,NA,39.618,-123.356,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.61e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",7.863049068,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2571,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11472500","","US-USGS-NA133",2015,2003,7,NA,39.689,-123.358,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7.05e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",25.73838225,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2572,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11472800","","US-USGS-NA134",2015,2003,4,NA,39.829,-123.07,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.04e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",40.56097929,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2573,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11472900","","US-USGS-NA135",2015,2003,9,NA,39.821,-123.081,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.62e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",33.41439287,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2574,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11473000","","US-USGS-NA136",2015,2003,6,NA,39.826,-123.092,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3.67e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",61.46219977,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2575,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11473900","","US-USGS-NA137",2015,2003,12,NA,39.706,-123.324,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7.45e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",40.59775083,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2576,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11474500","","US-USGS-NA138",2015,2003,4,NA,39.938,-123.343,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.48e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",24.7919005,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.4083333333333,1194.2,39.75,-123.25,"WSA","Savanna","GRA",0,"Csb","Cs","Savanna",13.27,1089.02,"OTH","OTH","Bathymetry"
2577,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11474700","","US-USGS-NA139",2015,2003,4,NA,40.037,-123.553,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",22600000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",31.22820243,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7666666666667,1650.8,40.25,-123.75,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",13.29,1533.92,"OTH","OTH","Bathymetry"
2578,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11475000","","US-USGS-NA140",2015,2003,12,NA,40.218,-123.631,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.107e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",38.00366906,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7666666666667,1650.8,40.25,-123.75,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",13.29,1533.92,"OTH","OTH","Bathymetry"
2579,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11475100","","US-USGS-NA141",2015,2003,5,NA,40.237,-123.635,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",61400000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",62.35882508,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7666666666667,1650.8,40.25,-123.75,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",13.29,1533.92,"OTH","OTH","Bathymetry"
2580,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11475500","","US-USGS-NA142",2015,2003,9,NA,39.719,-123.652,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",43900000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",22.03175449,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.525,1158.6,39.75,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",11.48,1022.58,"OTH","OTH","Bathymetry"
2581,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11475560","","US-USGS-NA143",2015,2003,3,NA,39.73,-123.643,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",6500000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",5.253846154,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.525,1158.6,39.75,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",11.48,1022.58,"OTH","OTH","Bathymetry"
2582,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11476500","","US-USGS-NA144",2015,2003,2,NA,40.182,-123.775,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",5.37e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",6.787429143,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7666666666667,1650.8,40.25,-123.75,"MF","Forest","MF",0,"Csb","Cs","T&B FOR",13.29,1533.92,"OTH","OTH","Bathymetry"
2583,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11476600","","US-USGS-NA145",2015,2003,5,NA,40.351,-124.003,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",28100000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",56.85268612,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.2916666666667,2078.9,40.25,-124.25,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",10.83,1908.42,"OTH","OTH","Bathymetry"
2584,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11477000","","US-USGS-NA146",2015,2003,22,NA,40.492,-124.099,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3.113e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",63.82720268,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.2916666666667,2078.9,40.25,-124.25,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",10.83,1908.42,"OTH","OTH","Bathymetry"
2585,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11481000","","US-USGS-NA147",2015,2003,16,NA,40.91,-124.06,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",4.85e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",50.18883686,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,40.75,-124.25,"WAT","Wetland","WAT",0,"Csb","Cs","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2586,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11481500","","US-USGS-NA148",2015,2003,20,NA,40.906,-123.814,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",67700000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",21.85902024,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,7.325,1326,40.75,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",6.64,1193.34,"OTH","OTH","Bathymetry"
2587,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11482500","","US-USGS-NA149",2015,2003,22,NA,41.299,-124.05,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.77e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",29.62736203,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,41.25,-124.25,"WAT","Wetland","WAT",0,"Csb","Cs","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2588,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11523000","","US-USGS-NA150",2015,2003,13,NA,41.304,-123.533,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8.475e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",3.50708629,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.725,1697.5,41.25,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",11.03,1650.72,"OTH","OTH","Bathymetry"
2589,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11525600","","US-USGS-NA151",2015,2003,19,NA,40.676,-122.829,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",30800000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",7.645057416,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.7916666666667,1082.7,40.75,-122.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",10.87,1093.37,"OTH","OTH","Bathymetry"
2590,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11525655","","US-USGS-NA152",2015,2003,9,NA,40.673,-122.919,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8.12e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.579884278,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.7916666666667,1082.7,40.75,-122.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",10.87,1093.37,"OTH","OTH","Bathymetry"
2591,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11526500","","US-USGS-NA153",2015,2003,2,NA,40.782,-123.127,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1.51e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.793330133,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7333333333333,1059.7,40.75,-123.25,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",12.79,1028.19,"OTH","OTH","Bathymetry"
2592,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11528700","","US-USGS-NA154",2015,2003,8,NA,40.65,-123.493,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7.64e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",12.00898896,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,13.7333333333333,1059.7,40.75,-123.25,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",12.79,1028.19,"OTH","OTH","Bathymetry"
2593,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11529000","","US-USGS-NA155",2015,2003,9,NA,40.842,-123.567,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8.98e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",17.52456592,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,7.325,1326,40.75,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",6.64,1193.34,"OTH","OTH","Bathymetry"
2594,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11530000","","US-USGS-NA156",2015,2003,21,NA,41.05,-123.671,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.853e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",15.00141223,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.725,1697.5,41.25,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",11.03,1650.72,"OTH","OTH","Bathymetry"
2595,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11530020","","US-USGS-NA157",2015,2003,5,NA,41.052,-123.68,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",15800000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",5.424863291,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,11.725,1697.5,41.25,-123.75,"ENF","Forest","EF",0,"Csb","Cs","T&B FOR",11.03,1650.72,"OTH","OTH","Bathymetry"
2596,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11532000","","US-USGS-NA158",2015,2003,3,NA,41.792,-124.025,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.91e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",4.726993356,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,41.75,-124.25,"WAT","Wetland","WAT",0,"Csb","Cs","Wetland",NA,NA,"OTH","OTH","Bathymetry"
